0	0	64507
0	1000000	46354
1000000	1000000	384587
0	2000000	4065
1000000	2000000	59246
2000000	2000000	351754
0	3000000	2443
1000000	3000000	24534
2000000	3000000	118157
3000000	3000000	354430
0	4000000	888
1000000	4000000	8705
2000000	4000000	41969
3000000	4000000	82810
4000000	4000000	313253
0	5000000	783
1000000	5000000	7691
2000000	5000000	33488
3000000	5000000	50782
4000000	5000000	115586
5000000	5000000	331760
0	6000000	2319
1000000	6000000	14231
2000000	6000000	21789
3000000	6000000	30853
4000000	6000000	21874
5000000	6000000	66424
6000000	6000000	533579
0	7000000	905
1000000	7000000	6059
2000000	7000000	13892
3000000	7000000	16535
4000000	7000000	19406
5000000	7000000	32556
6000000	7000000	107073
7000000	7000000	402546
0	8000000	1207
1000000	8000000	5861
2000000	8000000	4912
3000000	8000000	5347
4000000	8000000	3640
5000000	8000000	5040
6000000	8000000	25719
7000000	8000000	58169
8000000	8000000	531774
0	9000000	1445
1000000	9000000	6871
2000000	9000000	4178
3000000	9000000	4189
4000000	9000000	2543
5000000	9000000	3352
6000000	9000000	14872
7000000	9000000	15251
8000000	9000000	98339
9000000	9000000	629460
0	10000000	1023
1000000	10000000	4898
2000000	10000000	4036
3000000	10000000	4175
4000000	10000000	2953
5000000	10000000	4413
6000000	10000000	12282
7000000	10000000	13132
8000000	10000000	22315
9000000	10000000	129270
10000000	10000000	509131
0	11000000	1176
1000000	11000000	6074
2000000	11000000	6741
3000000	11000000	6713
4000000	11000000	4617
5000000	11000000	6350
6000000	11000000	15733
7000000	11000000	15259
8000000	11000000	15359
9000000	11000000	33640
10000000	11000000	124150
11000000	11000000	545463
0	12000000	839
1000000	12000000	4735
2000000	12000000	6307
3000000	12000000	7160
4000000	12000000	5983
5000000	12000000	8259
6000000	12000000	14469
7000000	12000000	13127
8000000	12000000	11210
9000000	12000000	12987
10000000	12000000	19216
11000000	12000000	87404
12000000	12000000	453586
0	13000000	102
1000000	13000000	638
2000000	13000000	1648
3000000	13000000	1959
4000000	13000000	2649
5000000	13000000	3225
6000000	13000000	2262
7000000	13000000	3574
8000000	13000000	1113
9000000	13000000	1119
10000000	13000000	1762
11000000	13000000	3454
12000000	13000000	9659
13000000	13000000	52204
0	14000000	490
1000000	14000000	2721
2000000	14000000	6851
3000000	14000000	7573
4000000	14000000	10453
5000000	14000000	12733
6000000	14000000	8628
7000000	14000000	12002
8000000	14000000	4856
9000000	14000000	4366
10000000	14000000	6744
11000000	14000000	11648
12000000	14000000	28058
13000000	14000000	44393
14000000	14000000	340032
0	15000000	755
1000000	15000000	4460
2000000	15000000	7038
3000000	15000000	7837
4000000	15000000	7388
5000000	15000000	9765
6000000	15000000	11997
7000000	15000000	11423
8000000	15000000	7152
9000000	15000000	6878
10000000	15000000	8870
11000000	15000000	14518
12000000	15000000	28255
13000000	15000000	15086
14000000	15000000	123904
15000000	15000000	485565
0	16000000	1071
1000000	16000000	5405
2000000	16000000	4288
3000000	16000000	4425
4000000	16000000	2462
5000000	16000000	3120
6000000	16000000	9417
7000000	16000000	5756
8000000	16000000	7709
9000000	16000000	9220
10000000	16000000	9073
11000000	16000000	14201
12000000	16000000	15481
13000000	16000000	2888
14000000	16000000	14947
15000000	16000000	99485
16000000	16000000	502736
0	17000000	661
1000000	17000000	3403
2000000	17000000	5617
3000000	17000000	6189
4000000	17000000	4879
5000000	17000000	6413
6000000	17000000	9026
7000000	17000000	9000
8000000	17000000	5028
9000000	17000000	4800
10000000	17000000	6109
11000000	17000000	10532
12000000	17000000	11522
13000000	17000000	3366
14000000	17000000	13478
15000000	17000000	21522
16000000	17000000	49382
17000000	17000000	392541
0	18000000	423
1000000	18000000	2737
2000000	18000000	7891
3000000	18000000	9047
4000000	18000000	10064
5000000	18000000	13165
6000000	18000000	8008
7000000	18000000	13766
8000000	18000000	3258
9000000	18000000	2853
10000000	18000000	5144
11000000	18000000	8533
12000000	18000000	10589
13000000	18000000	4739
14000000	18000000	17100
15000000	18000000	17703
16000000	18000000	12644
17000000	18000000	93076
18000000	18000000	401711
0	19000000	848
1000000	19000000	4251
2000000	19000000	6273
3000000	19000000	6265
4000000	19000000	4686
5000000	19000000	5831
6000000	19000000	9502
7000000	19000000	8029
8000000	19000000	5018
9000000	19000000	5311
10000000	19000000	6727
11000000	19000000	9821
12000000	19000000	10424
13000000	19000000	2361
14000000	19000000	9431
15000000	19000000	13357
16000000	19000000	14994
17000000	19000000	40003
18000000	19000000	94962
19000000	19000000	564469
0	20000000	563
1000000	20000000	2726
2000000	20000000	4316
3000000	20000000	4440
4000000	20000000	3960
5000000	20000000	4901
6000000	20000000	6669
7000000	20000000	7501
8000000	20000000	4255
9000000	20000000	4184
10000000	20000000	5684
11000000	20000000	7514
12000000	20000000	7793
13000000	20000000	2069
14000000	20000000	8016
15000000	20000000	9846
16000000	20000000	10296
17000000	20000000	22360
18000000	20000000	36871
19000000	20000000	102037
20000000	20000000	482523
0	21000000	625
1000000	21000000	2593
2000000	21000000	2150
3000000	21000000	2213
4000000	21000000	1499
5000000	21000000	1820
6000000	21000000	4504
7000000	21000000	3407
8000000	21000000	3992
9000000	21000000	4576
10000000	21000000	4931
11000000	21000000	5515
12000000	21000000	4738
13000000	21000000	841
14000000	21000000	3462
15000000	21000000	5686
16000000	21000000	8169
17000000	21000000	9906
18000000	21000000	10315
19000000	21000000	24879
20000000	21000000	82012
21000000	21000000	478300
0	22000000	570
1000000	22000000	2571
2000000	22000000	2859
3000000	22000000	2910
4000000	22000000	2294
5000000	22000000	2789
6000000	22000000	4802
7000000	22000000	4810
8000000	22000000	3520
9000000	22000000	4223
10000000	22000000	4478
11000000	22000000	5754
12000000	22000000	4612
13000000	22000000	1151
14000000	22000000	4350
15000000	22000000	5892
16000000	22000000	7017
17000000	22000000	10544
18000000	22000000	14120
19000000	22000000	18836
20000000	22000000	36861
21000000	22000000	114426
22000000	22000000	503451
0	23000000	614
